id,asset,year,rep_period,time_block_start,time_block_end,dual_max_output_flow_with_basic_unit_commitment
570,BE_OCGT,2030,2,4,6,0.0
571,BE_OCGT,2030,2,7,9,0.0
572,BE_OCGT,2030,2,10,12,0.0
573,BE_OCGT,2030,2,13,15,0.0
574,BE_OCGT,2030,2,16,18,0.0
575,BE_OCGT,2030,2,19,21,0.0
576,BE_OCGT,2030,2,22,24,0.0
577,BE_OCGT,2030,3,1,3,0.0
578,BE_OCGT,2030,3,4,6,0.0
579,BE_OCGT,2030,3,7,9,0.0
580,BE_OCGT,2030,3,10,12,0.0
581,BE_OCGT,2030,3,13,15,0.0
582,BE_OCGT,2030,3,16,18,0.0
583,BE_OCGT,2030,3,19,21,0.0
584,BE_OCGT,2030,3,22,24,0.0
585,BE_OCGT,2030,4,1,3,0.0
586,BE_OCGT,2030,4,4,6,0.0
587,BE_OCGT,2030,4,7,9,0.0
588,BE_OCGT,2030,4,10,12,0.0
589,BE_OCGT,2030,4,13,15,0.0
590,BE_OCGT,2030,4,16,18,0.0
591,BE_OCGT,2030,4,19,21,0.0
592,BE_OCGT,2030,4,22,24,0.0
593,BE_OCGT,2030,5,1,3,0.0
594,BE_OCGT,2030,5,4,6,0.0
595,BE_OCGT,2030,5,7,9,0.0
596,BE_OCGT,2030,5,10,12,0.0
597,BE_OCGT,2030,5,13,15,0.0
598,BE_OCGT,2030,5,16,18,0.0
599,BE_OCGT,2030,5,19,21,0.0
600,BE_OCGT,2030,5,22,24,0.0
601,BE_OCGT,2030,6,1,3,0.0
602,BE_OCGT,2030,6,4,6,0.0
603,BE_OCGT,2030,6,7,9,0.0
604,BE_OCGT,2030,6,10,12,0.0
605,BE_OCGT,2030,6,13,15,0.0
606,BE_OCGT,2030,6,16,18,0.0
607,BE_OCGT,2030,6,19,21,0.0
608,BE_OCGT,2030,6,22,24,0.0
609,BE_OCGT,2030,7,1,3,0.0
610,BE_OCGT,2030,7,4,6,0.0
611,BE_OCGT,2030,7,7,9,0.0
612,BE_OCGT,2030,7,10,12,0.0
613,BE_OCGT,2030,7,13,15,0.0
614,BE_OCGT,2030,7,16,18,0.0
615,BE_OCGT,2030,7,19,21,0.0
616,BE_OCGT,2030,7,22,24,0.0
617,BE_OCGT,2030,8,1,3,0.0
618,BE_OCGT,2030,8,4,6,0.0
619,BE_OCGT,2030,8,7,9,0.0
620,BE_OCGT,2030,8,10,12,0.0
621,BE_OCGT,2030,8,13,15,0.0
622,BE_OCGT,2030,8,16,18,0.0
623,BE_OCGT,2030,8,19,21,0.0
624,BE_OCGT,2030,8,22,24,0.0
625,BE_OCGT,2030,9,1,3,0.0
626,BE_OCGT,2030,9,4,6,0.0
627,BE_OCGT,2030,9,7,9,0.0
628,BE_OCGT,2030,9,10,12,0.0
629,BE_OCGT,2030,9,13,15,0.0
630,BE_OCGT,2030,9,16,18,0.0
631,BE_OCGT,2030,9,19,21,0.0
632,BE_OCGT,2030,9,22,24,0.0
633,BE_OCGT,2030,10,1,3,0.0
634,BE_OCGT,2030,10,4,6,0.0
635,BE_OCGT,2030,10,7,9,0.0
636,BE_OCGT,2030,10,10,12,0.0
637,BE_OCGT,2030,10,13,15,0.0
638,BE_OCGT,2030,10,16,18,0.0
639,BE_OCGT,2030,10,19,21,0.0
640,BE_OCGT,2030,10,22,24,0.0
641,CH_CCGT,2030,1,1,3,0.0
642,CH_CCGT,2030,1,4,6,0.0
643,CH_CCGT,2030,1,7,9,0.0
644,CH_CCGT,2030,1,10,12,0.0
645,CH_CCGT,2030,1,13,15,0.0
646,CH_CCGT,2030,1,16,18,0.0
647,CH_CCGT,2030,1,19,21,0.0
648,CH_CCGT,2030,1,22,24,0.0
649,CH_CCGT,2030,2,1,3,0.0
650,CH_CCGT,2030,2,4,6,0.0
651,CH_CCGT,2030,2,7,9,0.0
652,CH_CCGT,2030,2,10,12,0.0
653,CH_CCGT,2030,2,13,15,0.0
654,CH_CCGT,2030,2,16,18,0.0
655,CH_CCGT,2030,2,19,21,0.0
656,CH_CCGT,2030,2,22,24,0.0
657,CH_CCGT,2030,3,1,3,0.0
658,CH_CCGT,2030,3,4,6,0.0
659,CH_CCGT,2030,3,7,9,0.0
660,CH_CCGT,2030,3,10,12,0.0
661,CH_CCGT,2030,3,13,15,0.0
662,CH_CCGT,2030,3,16,18,0.0
663,CH_CCGT,2030,3,19,21,0.0
664,CH_CCGT,2030,3,22,24,0.0
665,CH_CCGT,2030,4,1,3,0.0
666,CH_CCGT,2030,4,4,6,0.0
667,CH_CCGT,2030,4,7,9,0.0
668,CH_CCGT,2030,4,10,12,0.0
669,CH_CCGT,2030,4,13,15,0.0
670,CH_CCGT,2030,4,16,18,0.0
671,CH_CCGT,2030,4,19,21,0.0
672,CH_CCGT,2030,4,22,24,0.0
673,CH_CCGT,2030,5,1,3,0.0
674,CH_CCGT,2030,5,4,6,0.0
675,CH_CCGT,2030,5,7,9,0.0
676,CH_CCGT,2030,5,10,12,0.0
677,CH_CCGT,2030,5,13,15,0.0
678,CH_CCGT,2030,5,16,18,0.0
679,CH_CCGT,2030,5,19,21,0.0
680,CH_CCGT,2030,5,22,24,0.0
681,CH_CCGT,2030,6,1,3,0.0
682,CH_CCGT,2030,6,4,6,0.0
683,CH_CCGT,2030,6,7,9,0.0
684,CH_CCGT,2030,6,10,12,0.0
685,CH_CCGT,2030,6,13,15,0.0
686,CH_CCGT,2030,6,16,18,0.0
687,CH_CCGT,2030,6,19,21,0.0
688,CH_CCGT,2030,6,22,24,0.0
689,CH_CCGT,2030,7,1,3,0.0
690,CH_CCGT,2030,7,4,6,0.0
691,CH_CCGT,2030,7,7,9,0.0
692,CH_CCGT,2030,7,10,12,0.0
693,CH_CCGT,2030,7,13,15,0.0
694,CH_CCGT,2030,7,16,18,0.0
695,CH_CCGT,2030,7,19,21,0.0
696,CH_CCGT,2030,7,22,24,0.0
697,CH_CCGT,2030,8,1,3,0.0
698,CH_CCGT,2030,8,4,6,0.0
699,CH_CCGT,2030,8,7,9,0.0
700,CH_CCGT,2030,8,10,12,0.0
701,CH_CCGT,2030,8,13,15,0.0
702,CH_CCGT,2030,8,16,18,0.0
703,CH_CCGT,2030,8,19,21,0.0
704,CH_CCGT,2030,8,22,24,0.0
705,CH_CCGT,2030,9,1,3,0.0
706,CH_CCGT,2030,9,4,6,0.0
707,CH_CCGT,2030,9,7,9,0.0
708,CH_CCGT,2030,9,10,12,0.0
709,CH_CCGT,2030,9,13,15,0.0
710,CH_CCGT,2030,9,16,18,0.0
711,CH_CCGT,2030,9,19,21,0.0
712,CH_CCGT,2030,9,22,24,0.0
713,CH_CCGT,2030,10,1,3,0.0
714,CH_CCGT,2030,10,4,6,0.0
715,CH_CCGT,2030,10,7,9,0.0
716,CH_CCGT,2030,10,10,12,0.0
717,CH_CCGT,2030,10,13,15,0.0
718,CH_CCGT,2030,10,16,18,0.0
719,CH_CCGT,2030,10,19,21,0.0
720,CH_CCGT,2030,10,22,24,0.0
721,CH_Coal,2030,1,1,3,0.0
722,CH_Coal,2030,1,4,6,0.0
723,CH_Coal,2030,1,7,9,0.0
724,CH_Coal,2030,1,10,12,0.0
725,CH_Coal,2030,1,13,15,0.0
726,CH_Coal,2030,1,16,18,0.0
727,CH_Coal,2030,1,19,21,0.0
728,CH_Coal,2030,1,22,24,0.0
729,CH_Coal,2030,2,1,3,0.0
730,CH_Coal,2030,2,4,6,0.0
731,CH_Coal,2030,2,7,9,0.0
732,CH_Coal,2030,2,10,12,0.0
733,CH_Coal,2030,2,13,15,0.0
734,CH_Coal,2030,2,16,18,0.0
735,CH_Coal,2030,2,19,21,0.0
736,CH_Coal,2030,2,22,24,0.0
737,CH_Coal,2030,3,1,3,0.0
738,CH_Coal,2030,3,4,6,0.0
739,CH_Coal,2030,3,7,9,0.0
740,CH_Coal,2030,3,10,12,0.0
741,CH_Coal,2030,3,13,15,0.0
742,CH_Coal,2030,3,16,18,0.0
743,CH_Coal,2030,3,19,21,0.0
744,CH_Coal,2030,3,22,24,0.0
745,CH_Coal,2030,4,1,3,0.0
746,CH_Coal,2030,4,4,6,0.0
747,CH_Coal,2030,4,7,9,0.0
748,CH_Coal,2030,4,10,12,0.0
749,CH_Coal,2030,4,13,15,0.0
750,CH_Coal,2030,4,16,18,0.0
751,CH_Coal,2030,4,19,21,0.0
752,CH_Coal,2030,4,22,24,0.0
753,CH_Coal,2030,5,1,3,0.0
754,CH_Coal,2030,5,4,6,0.0
755,CH_Coal,2030,5,7,9,0.0
756,CH_Coal,2030,5,10,12,0.0
757,CH_Coal,2030,5,13,15,0.0
758,CH_Coal,2030,5,16,18,0.0
759,CH_Coal,2030,5,19,21,0.0
760,CH_Coal,2030,5,22,24,0.0
761,CH_Coal,2030,6,1,3,0.0
762,CH_Coal,2030,6,4,6,0.0
763,CH_Coal,2030,6,7,9,0.0
764,CH_Coal,2030,6,10,12,0.0
765,CH_Coal,2030,6,13,15,0.0
766,CH_Coal,2030,6,16,18,0.0
767,CH_Coal,2030,6,19,21,0.0
768,CH_Coal,2030,6,22,24,0.0
769,CH_Coal,2030,7,1,3,0.0
770,CH_Coal,2030,7,4,6,0.0
771,CH_Coal,2030,7,7,9,0.0
772,CH_Coal,2030,7,10,12,0.0
773,CH_Coal,2030,7,13,15,0.0
774,CH_Coal,2030,7,16,18,0.0
775,CH_Coal,2030,7,19,21,0.0
776,CH_Coal,2030,7,22,24,0.0
777,CH_Coal,2030,8,1,3,0.0
778,CH_Coal,2030,8,4,6,0.0
779,CH_Coal,2030,8,7,9,0.0
780,CH_Coal,2030,8,10,12,0.0
781,CH_Coal,2030,8,13,15,0.0
782,CH_Coal,2030,8,16,18,0.0
783,CH_Coal,2030,8,19,21,0.0
784,CH_Coal,2030,8,22,24,0.0
785,CH_Coal,2030,9,1,3,0.0
786,CH_Coal,2030,9,4,6,0.0
787,CH_Coal,2030,9,7,9,0.0
788,CH_Coal,2030,9,10,12,0.0
789,CH_Coal,2030,9,13,15,0.0
790,CH_Coal,2030,9,16,18,0.0
791,CH_Coal,2030,9,19,21,0.0
792,CH_Coal,2030,9,22,24,0.0
793,CH_Coal,2030,10,1,3,0.0
794,CH_Coal,2030,10,4,6,0.0
795,CH_Coal,2030,10,7,9,0.0
796,CH_Coal,2030,10,10,12,0.0
797,CH_Coal,2030,10,13,15,0.0
798,CH_Coal,2030,10,16,18,0.0
799,CH_Coal,2030,10,19,21,0.0
800,CH_Coal,2030,10,22,24,0.0
801,CH_Nuclear,2030,1,1,3,0.0
802,CH_Nuclear,2030,1,4,6,0.0
803,CH_Nuclear,2030,1,7,9,0.0
804,CH_Nuclear,2030,1,10,12,0.0
805,CH_Nuclear,2030,1,13,15,0.0
806,CH_Nuclear,2030,1,16,18,0.0
807,CH_Nuclear,2030,1,19,21,0.0
808,CH_Nuclear,2030,1,22,24,0.0
809,CH_Nuclear,2030,2,1,3,0.0
810,CH_Nuclear,2030,2,4,6,0.0
811,CH_Nuclear,2030,2,7,9,0.0
812,CH_Nuclear,2030,2,10,12,0.0
813,CH_Nuclear,2030,2,13,15,0.0
814,CH_Nuclear,2030,2,16,18,0.0
815,CH_Nuclear,2030,2,19,21,0.0
816,CH_Nuclear,2030,2,22,24,0.0
817,CH_Nuclear,2030,3,1,3,0.0
818,CH_Nuclear,2030,3,4,6,0.0
819,CH_Nuclear,2030,3,7,9,0.0
820,CH_Nuclear,2030,3,10,12,0.0
821,CH_Nuclear,2030,3,13,15,0.0
822,CH_Nuclear,2030,3,16,18,0.0
823,CH_Nuclear,2030,3,19,21,0.0
824,CH_Nuclear,2030,3,22,24,0.0
825,CH_Nuclear,2030,4,1,3,0.0
826,CH_Nuclear,2030,4,4,6,0.0
827,CH_Nuclear,2030,4,7,9,0.0
828,CH_Nuclear,2030,4,10,12,0.0
829,CH_Nuclear,2030,4,13,15,0.0
830,CH_Nuclear,2030,4,16,18,0.0
831,CH_Nuclear,2030,4,19,21,0.0
832,CH_Nuclear,2030,4,22,24,0.0
833,CH_Nuclear,2030,5,1,3,0.0
834,CH_Nuclear,2030,5,4,6,0.0
835,CH_Nuclear,2030,5,7,9,0.0
836,CH_Nuclear,2030,5,10,12,0.0
837,CH_Nuclear,2030,5,13,15,0.0
838,CH_Nuclear,2030,5,16,18,0.0
839,CH_Nuclear,2030,5,19,21,0.0
840,CH_Nuclear,2030,5,22,24,0.0
841,CH_Nuclear,2030,6,1,3,0.0
842,CH_Nuclear,2030,6,4,6,0.0
843,CH_Nuclear,2030,6,7,9,0.0
844,CH_Nuclear,2030,6,10,12,0.0
845,CH_Nuclear,2030,6,13,15,0.0
846,CH_Nuclear,2030,6,16,18,0.0
847,CH_Nuclear,2030,6,19,21,0.0
848,CH_Nuclear,2030,6,22,24,0.0
849,CH_Nuclear,2030,7,1,3,0.0
850,CH_Nuclear,2030,7,4,6,0.0
851,CH_Nuclear,2030,7,7,9,0.0
852,CH_Nuclear,2030,7,10,12,0.0
853,CH_Nuclear,2030,7,13,15,0.0
854,CH_Nuclear,2030,7,16,18,0.0
855,CH_Nuclear,2030,7,19,21,0.0
856,CH_Nuclear,2030,7,22,24,0.0
857,CH_Nuclear,2030,8,1,3,0.0
858,CH_Nuclear,2030,8,4,6,0.0
859,CH_Nuclear,2030,8,7,9,0.0
860,CH_Nuclear,2030,8,10,12,0.0
861,CH_Nuclear,2030,8,13,15,0.0
862,CH_Nuclear,2030,8,16,18,0.0
863,CH_Nuclear,2030,8,19,21,0.0
864,CH_Nuclear,2030,8,22,24,0.0
865,CH_Nuclear,2030,9,1,3,0.0
866,CH_Nuclear,2030,9,4,6,0.0
867,CH_Nuclear,2030,9,7,9,0.0
868,CH_Nuclear,2030,9,10,12,0.0
869,CH_Nuclear,2030,9,13,15,0.0
870,CH_Nuclear,2030,9,16,18,0.0
871,CH_Nuclear,2030,9,19,21,0.0
872,CH_Nuclear,2030,9,22,24,0.0
873,CH_Nuclear,2030,10,1,3,0.0
874,CH_Nuclear,2030,10,4,6,0.0
875,CH_Nuclear,2030,10,7,9,0.0
876,CH_Nuclear,2030,10,10,12,0.0
877,CH_Nuclear,2030,10,13,15,0.0
878,CH_Nuclear,2030,10,16,18,0.0
879,CH_Nuclear,2030,10,19,21,0.0
880,CH_Nuclear,2030,10,22,24,0.0
881,CH_OCGT,2030,1,1,3,0.0
882,CH_OCGT,2030,1,4,6,0.0
883,CH_OCGT,2030,1,7,9,0.0
884,CH_OCGT,2030,1,10,12,0.0
885,CH_OCGT,2030,1,13,15,0.0
886,CH_OCGT,2030,1,16,18,0.0
887,CH_OCGT,2030,1,19,21,0.0
888,CH_OCGT,2030,1,22,24,0.0
889,CH_OCGT,2030,2,1,3,0.0
890,CH_OCGT,2030,2,4,6,0.0
891,CH_OCGT,2030,2,7,9,0.0
892,CH_OCGT,2030,2,10,12,0.0
893,CH_OCGT,2030,2,13,15,0.0
894,CH_OCGT,2030,2,16,18,0.0
895,CH_OCGT,2030,2,19,21,0.0
896,CH_OCGT,2030,2,22,24,0.0
897,CH_OCGT,2030,3,1,3,0.0
898,CH_OCGT,2030,3,4,6,0.0
899,CH_OCGT,2030,3,7,9,0.0
900,CH_OCGT,2030,3,10,12,0.0
901,CH_OCGT,2030,3,13,15,0.0
902,CH_OCGT,2030,3,16,18,0.0
903,CH_OCGT,2030,3,19,21,0.0
904,CH_OCGT,2030,3,22,24,0.0
905,CH_OCGT,2030,4,1,3,0.0
906,CH_OCGT,2030,4,4,6,0.0
907,CH_OCGT,2030,4,7,9,0.0
908,CH_OCGT,2030,4,10,12,0.0
909,CH_OCGT,2030,4,13,15,0.0
910,CH_OCGT,2030,4,16,18,0.0
911,CH_OCGT,2030,4,19,21,0.0
912,CH_OCGT,2030,4,22,24,0.0
913,CH_OCGT,2030,5,1,3,0.0
914,CH_OCGT,2030,5,4,6,0.0
915,CH_OCGT,2030,5,7,9,0.0
916,CH_OCGT,2030,5,10,12,0.0
917,CH_OCGT,2030,5,13,15,0.0
918,CH_OCGT,2030,5,16,18,0.0
919,CH_OCGT,2030,5,19,21,0.0
920,CH_OCGT,2030,5,22,24,0.0
921,CH_OCGT,2030,6,1,3,0.0
922,CH_OCGT,2030,6,4,6,0.0
923,CH_OCGT,2030,6,7,9,0.0
924,CH_OCGT,2030,6,10,12,0.0
925,CH_OCGT,2030,6,13,15,0.0
926,CH_OCGT,2030,6,16,18,0.0
927,CH_OCGT,2030,6,19,21,0.0
928,CH_OCGT,2030,6,22,24,0.0
929,CH_OCGT,2030,7,1,3,0.0
930,CH_OCGT,2030,7,4,6,0.0
931,CH_OCGT,2030,7,7,9,0.0
932,CH_OCGT,2030,7,10,12,0.0
933,CH_OCGT,2030,7,13,15,0.0
934,CH_OCGT,2030,7,16,18,0.0
935,CH_OCGT,2030,7,19,21,0.0
936,CH_OCGT,2030,7,22,24,0.0
937,CH_OCGT,2030,8,1,3,0.0
938,CH_OCGT,2030,8,4,6,0.0
939,CH_OCGT,2030,8,7,9,0.0
940,CH_OCGT,2030,8,10,12,0.0
941,CH_OCGT,2030,8,13,15,0.0
942,CH_OCGT,2030,8,16,18,0.0
943,CH_OCGT,2030,8,19,21,0.0
944,CH_OCGT,2030,8,22,24,0.0
945,CH_OCGT,2030,9,1,3,0.0
946,CH_OCGT,2030,9,4,6,0.0
947,CH_OCGT,2030,9,7,9,0.0
948,CH_OCGT,2030,9,10,12,0.0
949,CH_OCGT,2030,9,13,15,0.0
950,CH_OCGT,2030,9,16,18,0.0
951,CH_OCGT,2030,9,19,21,0.0
952,CH_OCGT,2030,9,22,24,0.0
953,CH_OCGT,2030,10,1,3,0.0
954,CH_OCGT,2030,10,4,6,0.0
955,CH_OCGT,2030,10,7,9,0.0
956,CH_OCGT,2030,10,10,12,0.0
957,CH_OCGT,2030,10,13,15,0.0
958,CH_OCGT,2030,10,16,18,0.0
959,CH_OCGT,2030,10,19,21,0.0
960,CH_OCGT,2030,10,22,24,0.0
961,DE_CCGT,2030,1,1,3,0.0
962,DE_CCGT,2030,1,4,6,0.0
963,DE_CCGT,2030,1,7,9,0.0
964,DE_CCGT,2030,1,10,12,0.0
965,DE_CCGT,2030,1,13,15,0.0
966,DE_CCGT,2030,1,16,18,0.0
967,DE_CCGT,2030,1,19,21,0.0
968,DE_CCGT,2030,1,22,24,0.0
969,DE_CCGT,2030,2,1,3,0.0
970,DE_CCGT,2030,2,4,6,0.0
971,DE_CCGT,2030,2,7,9,0.0
972,DE_CCGT,2030,2,10,12,0.0
973,DE_CCGT,2030,2,13,15,0.0
974,DE_CCGT,2030,2,16,18,0.0
975,DE_CCGT,2030,2,19,21,0.0
976,DE_CCGT,2030,2,22,24,0.0
977,DE_CCGT,2030,3,1,3,0.0
978,DE_CCGT,2030,3,4,6,0.0
979,DE_CCGT,2030,3,7,9,0.0
980,DE_CCGT,2030,3,10,12,0.0
981,DE_CCGT,2030,3,13,15,0.0
982,DE_CCGT,2030,3,16,18,0.0
983,DE_CCGT,2030,3,19,21,0.0
984,DE_CCGT,2030,3,22,24,0.0
985,DE_CCGT,2030,4,1,3,0.0
986,DE_CCGT,2030,4,4,6,0.0
987,DE_CCGT,2030,4,7,9,0.0
988,DE_CCGT,2030,4,10,12,0.0
989,DE_CCGT,2030,4,13,15,0.0
990,DE_CCGT,2030,4,16,18,0.0
991,DE_CCGT,2030,4,19,21,0.0
992,DE_CCGT,2030,4,22,24,0.0
993,DE_CCGT,2030,5,1,3,0.0
994,DE_CCGT,2030,5,4,6,0.0
995,DE_CCGT,2030,5,7,9,0.0
996,DE_CCGT,2030,5,10,12,0.0
997,DE_CCGT,2030,5,13,15,0.0
998,DE_CCGT,2030,5,16,18,0.0
999,DE_CCGT,2030,5,19,21,0.0
1000,DE_CCGT,2030,5,22,24,0.0
1001,DE_CCGT,2030,6,1,3,0.0
1002,DE_CCGT,2030,6,4,6,0.0
1003,DE_CCGT,2030,6,7,9,0.0
1004,DE_CCGT,2030,6,10,12,0.0
1005,DE_CCGT,2030,6,13,15,0.0
1006,DE_CCGT,2030,6,16,18,0.0
1007,DE_CCGT,2030,6,19,21,0.0
1008,DE_CCGT,2030,6,22,24,0.0
1009,DE_CCGT,2030,7,1,3,0.0
1010,DE_CCGT,2030,7,4,6,0.0
1011,DE_CCGT,2030,7,7,9,0.0
1012,DE_CCGT,2030,7,10,12,0.0
1013,DE_CCGT,2030,7,13,15,0.0
1014,DE_CCGT,2030,7,16,18,0.0
1015,DE_CCGT,2030,7,19,21,0.0
1016,DE_CCGT,2030,7,22,24,0.0
1017,DE_CCGT,2030,8,1,3,0.0
1018,DE_CCGT,2030,8,4,6,0.0
1019,DE_CCGT,2030,8,7,9,0.0
1020,DE_CCGT,2030,8,10,12,0.0
1021,DE_CCGT,2030,8,13,15,0.0
1022,DE_CCGT,2030,8,16,18,0.0
1023,DE_CCGT,2030,8,19,21,0.0
1024,DE_CCGT,2030,8,22,24,0.0
1025,DE_CCGT,2030,9,1,3,0.0
1026,DE_CCGT,2030,9,4,6,0.0
1027,DE_CCGT,2030,9,7,9,0.0
1028,DE_CCGT,2030,9,10,12,0.0
1029,DE_CCGT,2030,9,13,15,0.0
1030,DE_CCGT,2030,9,16,18,0.0
1031,DE_CCGT,2030,9,19,21,0.0
1032,DE_CCGT,2030,9,22,24,0.0
1033,DE_CCGT,2030,10,1,3,0.0
1034,DE_CCGT,2030,10,4,6,0.0
1035,DE_CCGT,2030,10,7,9,0.0
1036,DE_CCGT,2030,10,10,12,0.0
1037,DE_CCGT,2030,10,13,15,0.0
1038,DE_CCGT,2030,10,16,18,0.0
1039,DE_CCGT,2030,10,19,21,0.0
1040,DE_CCGT,2030,10,22,24,0.0
1041,DE_Coal,2030,1,1,3,0.0
1042,DE_Coal,2030,1,4,6,0.0
1043,DE_Coal,2030,1,7,9,0.0
1044,DE_Coal,2030,1,10,12,0.0
1045,DE_Coal,2030,1,13,15,0.0
1046,DE_Coal,2030,1,16,18,0.0
1047,DE_Coal,2030,1,19,21,0.0
1048,DE_Coal,2030,1,22,24,0.0
1049,DE_Coal,2030,2,1,3,0.0
1050,DE_Coal,2030,2,4,6,0.0
1051,DE_Coal,2030,2,7,9,0.0
1052,DE_Coal,2030,2,10,12,0.0
1053,DE_Coal,2030,2,13,15,0.0
1054,DE_Coal,2030,2,16,18,0.0
1055,DE_Coal,2030,2,19,21,0.0
1056,DE_Coal,2030,2,22,24,0.0
1057,DE_Coal,2030,3,1,3,0.0
1058,DE_Coal,2030,3,4,6,0.0
1059,DE_Coal,2030,3,7,9,0.0
1060,DE_Coal,2030,3,10,12,-1.3311
1061,DE_Coal,2030,3,13,15,0.0
1062,DE_Coal,2030,3,16,18,0.0
1063,DE_Coal,2030,3,19,21,0.0
1064,DE_Coal,2030,3,22,24,0.0
1065,DE_Coal,2030,4,1,3,0.0
1066,DE_Coal,2030,4,4,6,0.0
1067,DE_Coal,2030,4,7,9,0.0
1068,DE_Coal,2030,4,10,12,0.0
1069,DE_Coal,2030,4,13,15,0.0
1070,DE_Coal,2030,4,16,18,0.0
1071,DE_Coal,2030,4,19,21,0.0
1072,DE_Coal,2030,4,22,24,0.0
1073,DE_Coal,2030,5,1,3,0.0
1074,DE_Coal,2030,5,4,6,0.0
1075,DE_Coal,2030,5,7,9,0.0
1076,DE_Coal,2030,5,10,12,0.0
1077,DE_Coal,2030,5,13,15,0.0
1078,DE_Coal,2030,5,16,18,0.0
1079,DE_Coal,2030,5,19,21,0.0
1080,DE_Coal,2030,5,22,24,0.0
1081,DE_Coal,2030,6,1,3,0.0
1082,DE_Coal,2030,6,4,6,0.0
1083,DE_Coal,2030,6,7,9,0.0
1084,DE_Coal,2030,6,10,12,0.0
1085,DE_Coal,2030,6,13,15,0.0
1086,DE_Coal,2030,6,16,18,0.0
1087,DE_Coal,2030,6,19,21,0.0
1088,DE_Coal,2030,6,22,24,0.0
1089,DE_Coal,2030,7,1,3,0.0
1090,DE_Coal,2030,7,4,6,0.0
1091,DE_Coal,2030,7,7,9,0.0
1092,DE_Coal,2030,7,10,12,0.0
1093,DE_Coal,2030,7,13,15,0.0
1094,DE_Coal,2030,7,16,18,0.0
1095,DE_Coal,2030,7,19,21,0.0
1096,DE_Coal,2030,7,22,24,0.0
1097,DE_Coal,2030,8,1,3,0.0
1098,DE_Coal,2030,8,4,6,0.0
1099,DE_Coal,2030,8,7,9,0.0
1100,DE_Coal,2030,8,10,12,0.0
1101,DE_Coal,2030,8,13,15,0.0
1102,DE_Coal,2030,8,16,18,0.0
1103,DE_Coal,2030,8,19,21,0.0
1104,DE_Coal,2030,8,22,24,0.0
1105,DE_Coal,2030,9,1,3,0.0
1106,DE_Coal,2030,9,4,6,0.0
1107,DE_Coal,2030,9,7,9,0.0
1108,DE_Coal,2030,9,10,12,0.0
1109,DE_Coal,2030,9,13,15,0.0
1110,DE_Coal,2030,9,16,18,0.0
1111,DE_Coal,2030,9,19,21,0.0
1112,DE_Coal,2030,9,22,24,0.0
1113,DE_Coal,2030,10,1,3,0.0
1114,DE_Coal,2030,10,4,6,0.0
1115,DE_Coal,2030,10,7,9,0.0
1116,DE_Coal,2030,10,10,12,0.0
1117,DE_Coal,2030,10,13,15,0.0
1118,DE_Coal,2030,10,16,18,0.0
1119,DE_Coal,2030,10,19,21,0.0
1120,DE_Coal,2030,10,22,24,0.0
1121,DE_Nuclear,2030,1,1,3,0.0
1122,DE_Nuclear,2030,1,4,6,0.0
1123,DE_Nuclear,2030,1,7,9,0.0
1124,DE_Nuclear,2030,1,10,12,0.0
1125,DE_Nuclear,2030,1,13,15,0.0
1126,DE_Nuclear,2030,1,16,18,0.0
1127,DE_Nuclear,2030,1,19,21,0.0
1128,DE_Nuclear,2030,1,22,24,0.0
1129,DE_Nuclear,2030,2,1,3,0.0
1130,DE_Nuclear,2030,2,4,6,0.0
1131,DE_Nuclear,2030,2,7,9,0.0
1132,DE_Nuclear,2030,2,10,12,0.0
1133,DE_Nuclear,2030,2,13,15,0.0
1134,DE_Nuclear,2030,2,16,18,0.0
1135,DE_Nuclear,2030,2,19,21,0.0
1136,DE_Nuclear,2030,2,22,24,0.0
1137,DE_Nuclear,2030,3,1,3,0.0
1138,DE_Nuclear,2030,3,4,6,0.0
1139,DE_Nuclear,2030,3,7,9,0.0
